type,geometry_type,geometry_coordinates,properties_state,properties_code,properties_name,properties_zone,properties_address,geometry
Feature,Point,"[88.443391, 26.683025]",,NJP,NEW JALPAIGURI,,,
Feature,Point,"[88.510593, 26.641553000000002]",,ABFC,AMBARI FALAKATA,,,
Feature,Point,"[88.583312, 26.591441]",,BLK,BELAKOBA,,,
Feature,Point,"[88.64829300000001, 26.544663]",,RQJ,RANINAGAR JALPAIGIRI,,,
Feature,Point,"[85.504707, 26.594374000000002]",,SMI,SITAMARHI JN,,,
Feature,Point,"[85.533501, 26.576528999999997]",,BHSA,BHISA HALT,,,
Feature,Point,"[85.574611, 26.55631]",,PSZ,PARSAUNI,,,
Feature,Point,"[85.62061299999999, 26.546976]",,BJT,BAJPATTI,,,
Feature,Point,"[85.652916, 26.508916000000003]",,AWPR,AWAPUR,,,
Feature,Point,"[85.66252866580001, 26.4946286292]",,BCPR,BACHHARPUR HALT,,,
Feature,Point,"[85.70085599999999, 26.467914]",,JNR,JANAKPUR ROAD,,,
Feature,Point,"[85.72316500000001, 26.440884]",,CNX,CHANDAUNA HALT,,,
Feature,Point,"[85.74673274050001, 26.407114392700002]",,JGA,JOGIARA,,,
Feature,Point,"[85.76995, 26.384826]",,DBLI,DEBRABANDHAULI HALT,,,
Feature,Point,"[85.786612, 26.369764999999997]",,MRTA,MURAITHA,,,
Feature,Point,"[85.808624, 26.337348000000002]",,KML,KAMTAUL,,,
Feature,Point,"[85.846291, 26.275833]",,TQR,TEKTAR,,,
Feature,Point,"[85.852798, 26.236878]",,MHP,MUHAMMADPUR,,,
Feature,Point,"[85.863867, 26.206032]",,SHEO,SHISHO,,,
Feature,Point,"[85.378006, 26.122311]",,MFP,MUZAFFARPUR JN,,,
Feature,Point,"[85.409122, 26.089052]",,NRPA,NARAYANPUR ANANT,,,
Feature,Point,"[85.44337800000001, 26.048926]",,SLT,SILAUT,,,
Feature,Point,"[85.50594000000001, 26.00841]",,SIHO,SIHO,,,
Feature,Point,"[85.562495, 25.976952]",,DOL,DHOLI,,,
Feature,Point,"[85.617108, 25.948784999999997]",,DUBH,DUBAHA,,,
Feature,Point,"[85.64428754389999, 25.931020256700002]",,VBH,VISHNUPUR BATHUA HALT,,,
Feature,Point,"[85.672677, 25.906434]",,KRBP,KHUDIRAM B PUSA,,,
Feature,Point,"[85.72417800000001, 25.869802]",,KPGM,KARPURIGRAM,,,
Feature,Point,"[87.64432343200001, 25.4955599448]",,KUQ,KURETHA,,,
Feature,Point,"[87.67395400000001, 25.478182]",,SAJH,SAHJA HALT,,,
Feature,Point,"[87.70486823670001, 25.4623621243]",,PQD,PRANPUR ROAD,,,
Feature,Point,"[87.74514032169999, 25.439646755400002]",,LAV,LABHA,,,
Feature,Point,"[87.778612, 25.432721]",,DVJ,DILLI DEWAN GANJ,,,
Feature,Point,"[88.0833990649, 25.1883357022]",,MBC,MAHANANDA BGE,,,
Feature,Point,"[88.065592, 25.218816]",,KMRJ,KUMARGANJ,,,
Feature,Point,"[88.0440169482, 25.2570761576]",,SRPU,SRIPUR HALT,,,
Feature,Point,"[88.00975700000001, 25.276197]",,SM,SAMSI,,,
Feature,Point,"[87.95782, 25.303708999999998]",,MFZ,MALAHAR,,,
Feature,Point,"[87.9121276, 25.3425716]",,BKRD,BHALUKA ROAD F,,,
Feature,Point,"[87.8962231482, 25.368746039300003]",,MQG,MILANGARH,,,
Feature,Point,"[87.867051, 25.403999000000002]",,HCR,HARISCHANDRPUR,,,
Feature,Point,"[87.80435766599999, 25.4334484028]",,KDPR,KUMEDPUR,,,
Feature,Point,"[87.566409, 25.548947]",,KIR,KATIHAR JN,,,
Feature,Point,"[87.6069420667, 25.5232741031]",,MIYN,MANIYAN,,,
Feature,Point,"[87.578873, 25.552735]",,KIRB,KATIHAR CBO MB,,,
Feature,Point,"[87.560853, 25.6118]",,DLF,DALAN,,,
Feature,Point,"[87.523472, 25.674635000000002]",,RWA,RAUTARA,,,
Feature,Point,"[87.514183, 25.735576]",,RNX,RANIPATRA,,,
Feature,Point,"[87.519124, 25.790678]",,PRNA,PURNIA JN,,,
Feature,Point,"[87.529476, 25.860675]",,KUB,KASBA,,,
Feature,Point,"[87.535041, 25.915091]",,GBN,GARH BANAILI,,,
Feature,Point,"[87.529496, 25.953959]",,JAG,JALARGARH,,,
Feature,Point,"[87.508427, 26.001172999999998]",,SATR,SATR HALT,,,
Feature,Point,"[87.47981800000001, 26.057858000000003]",,KSY,KUSIARGAON,,,
Feature,Point,"[87.446912, 26.114921000000002]",,ARQ,ARARIYA COURT,,,
Feature,Point,"[87.41199809689999, 26.137118266799998]",,ARR,ARARIYA,,,
Feature,Point,"[87.35900971560001, 26.165935176599998]",,HOD,HALDITA BIHAR,,,
Feature,Point,"[87.32135753540001, 26.1944356285]",,SMH,SIMRAHA,,,
Feature,Point,"[87.284335, 26.250043]",,GPE,GOGIPOTHIA HALT,,,
Feature,Point,"[87.27139700000001, 26.2748]",,DLZ,DHOLBAJA,,,
Feature,Point,"[87.262803, 26.298901]",,FBG,FORBESGANJ,,,
Feature,Point,"[87.237767, 26.341854]",,BTF,BATHNAHA,,,
Feature,Point,"[87.263262, 26.402263]",,JBN,JOGBANI,,,
Feature,Point,"[88.318224, 22.661604999999998]",,BZL,BELANAGAR,,,
Feature,Point,"[88.757636, 25.232648]",,BLGT,BALURGHAT,,,
Feature,Point,"[88.676426, 25.325703]",,MKRH,MALLICKPUR HAT,,,
Feature,Point,"[88.60611, 25.358763]",,RMPB,RAMPUR BAZAR,,,
Feature,Point,"[88.586067, 25.368716000000003]",,MLNH,MALANCHA,,,
Feature,Point,"[88.516447, 25.390399]",,GRMP,GANGARAMPUR,,,
Feature,Point,"[88.402088, 25.386267]",,BNDP,BUNIADPUR,,,
Feature,Point,"[88.33278722, 25.32611273]",,DLPH,DAULATPUR HAT,,,
Feature,Point,"[88.294214, 25.274328999999998]",,DOTL,DEOTALA,,,
Feature,Point,"[88.251102, 25.247077]",,MANG,MAHANAGAR,,,
Feature,Point,"[88.19888499999999, 25.224984]",,GZO,GAZOLE,,,
Feature,Point,"[87.81052581, 24.82345158]",,BDAG,BONIDANGA,,,
Feature,Point,"[87.859263, 24.792848]",,BDBS,BINDUBASINI HAL,,,
Feature,Point,"[87.873801, 24.786749]",,TDLE,TILDANGA,,,
Feature,Point,"[87.91579300000001, 24.782115]",,NFKB,NEW FARAKKA-B-CABIN,,,
Feature,Point,"[87.915236, 24.794558]",,NFK,NEW FARAKKA JN,,,
Feature,Point,"[87.96334499999999, 24.821334]",,CMX,CHAMAGRAM,,,
Feature,Point,"[88.021646, 24.875742000000002]",,KTJ,KHALTIPUR,,,
Feature,Point,"[88.06775999999999, 24.916623]",,JMQ,JAMIRGHATA,,,
Feature,Point,"[88.11078197, 24.947944439999997]",,GZM,GOUR MALDA,,,
Feature,Point,"[88.130338, 25.015659]",,MLDT,MALDA TOWN,,,
Feature,Point,"[88.143718, 25.053174000000002]",,OMLF,OLD MALDA,,,
Feature,Point,"[88.12318, 25.114396999999997]",,ADF,ADINA,,,
Feature,Point,"[88.099492, 25.167868000000002]",,EKI,EKLAKHI,,,
Feature,,,,YY-BJUC,YY-BJUC,,,
Feature,Point,"[79.820294, 27.08393]",,JDA,JASODA,,,
Feature,Point,"[79.78027300000001, 27.098961]",,KHDP,KHUDLAPUR,,,
Feature,Point,"[79.732035, 27.118804]",,GHJ,GURSAHAIGANJ,,,
Feature,Point,"[79.690181, 27.161781]",,MLKP,MALIKPUR,,,
Feature,Point,"[79.666264, 27.184464000000002]",,KDJ,KHUDAGANJ,,,
Feature,Point,"[79.62941099999999, 27.262707]",,SGRP,SINGHIRAMPUR,,,
Feature,Point,"[79.620832, 27.292663]",,KLJ,KAMALGANJ,,,
Feature,Point,"[79.618493, 27.32595]",,YAG,YAQUTGANJ,,,
Feature,Point,"[79.62159, 27.369608]",,FGR,FATEHGARH,,,
Feature,Point,"[79.57173700000001, 27.38236]",,FBD,FARRUKHABAD,,,
Feature,Point,"[79.49825360349999, 27.4300235579]",,HSY,HARSINGPUR GOBA,,,
Feature,Point,"[79.471943, 27.44826]",,SHX,SHUKHARULLAPUR,,,
Feature,Point,"[79.438167, 27.469911999999997]",,SSD,SHAMSABAD,,,
Feature,Point,"[79.38388843, 27.50375661]",,BHTS,BHATASA,,,
Feature,Point,"[79.3272155493, 27.5409770085]",,KMJ,KAIMGANJ,,,
Feature,Point,"[79.265007, 27.567619]",,KXF,KAMPIL ROAD,,,
Feature,Point,"[79.186618, 27.579928]",,RDN,RUDAIN,,,
Feature,Point,"[79.1451478125, 27.5865985855]",,BAPR,BALLUPUR,,,
Feature,Point,"[79.0824955792, 27.5980988686]",,DRO,DARYAOGONJ,,,
Feature,Point,"[79.02313742000001, 27.6329307124]",,NHX,NARTHAR,,,
Feature,Point,"[78.9841732028, 27.6843201328]",,PTI,PATIALI,,,
Feature,Point,"[78.939319176, 27.7264028171]",,GWA,GANJ DUNDWARA,,,
Feature,Point,"[78.8842900433, 27.748517604099998]",,GRAK,GARKHA,,,
Feature,Point,"[78.831344, 27.794835]",,SWRT,SAHAWAR TOWN,,,
Feature,Point,"[78.734589, 27.799053]",,BHK,BADHARI KALAN,,,
Feature,Point,"[78.64602599999999, 27.801887]",,KSJ,KASGANJ,,,
Feature,Point,"[78.55504400000001, 27.746474000000003]",,MHA,MARAHRA,,,
Feature,Point,"[78.44455300000001, 27.705676999999998]",,AUL,AGSAULI,,,
Feature,Point,"[78.387573, 27.684085999999997]",,SKA,SIKANDRA RAO,,,
Feature,Point,"[78.285451, 27.66742]",,BTRO,BASTOI HALT,,,
Feature,Point,"[78.24056900000001, 27.654398]",,RKN,RATI KA NAGLA,,,
Feature,Point,"[78.136899, 27.622436999999998]",,HTJ,HATHRAS ROAD,,,
Feature,Point,"[78.09995699999999, 27.614247]",,MEU,MENDU,,,
Feature,Point,"[78.05506869999999, 27.599816899999997]",,HTC,HATHRAS CITY,,,
Feature,Point,"[77.9363, 27.574211]",,MSN,MURSAN,,,
Feature,Point,"[77.88736, 27.570504]",,SYZ,SONAI,,,
Feature,Point,"[77.7868838446, 27.5524062276]",,RAYA,RAYA,,,
Feature,Point,"[77.685113, 27.491013]",,MRT,MATHURA CANT,,,
Feature,,,,MTUJ,MTUJ,,,
Feature,Point,"[80.328444, 26.456232999999997]",,CPA,KANPUR ANWARGANJ,,,
Feature,Point,"[80.298113, 26.482981000000002]",,RPO,RAWATPUR,,,
Feature,Point,"[80.25289199999999, 26.503485]",,KAP,KALIANPUR,,,
Feature,Point,"[80.222507, 26.557002]",,MDA,MANDHANA JN,,,
Feature,Point,"[80.21142400000001, 26.598927999999997]",,CBR,CHAUBEPUR,,,
Feature,Point,"[80.13867760000001, 26.685165899999998]",,BJR,BARRAJPUR,,,
Feature,Point,"[80.095478, 26.73974]",,UTP,UTRIPURA,,,
Feature,Point,"[80.08140399999999, 26.798349]",,DUO,DHAURSALAR,,,
Feature,Point,"[80.060383, 26.839002]",,BLU,BILHAUR,,,
Feature,Point,"[80.03776699999999, 26.87806]",,BKTS,BAKOTHIKHAS,,,
Feature,Point,"[80.01863300000001, 26.920662]",,ARL,AROUL,,,
Feature,Point,"[79.9979940411, 26.958804182199998]",,GWP,GANGAWAPUR HALT,,,
Feature,Point,"[79.9651825488, 26.98913852]",,MNMU,MANI MAU,,,
Feature,Point,"[79.926109, 27.026507]",,KJN,KANNAUJ,,,
Feature,Point,"[79.909983, 27.039814]",,KJNC,KANNAUJ CITY,,,
Feature,Point,"[79.8736107968, 27.0623131608]",,JPP,JALALPUR PANWARA,,,
Feature,Point,"[79.403718, 28.3556564]",,BC,BAREILLY CITY,,,
Feature,Point,"[76.518125, 30.776469]",,NMDA,NEW MORINDA,,,
Feature,Point,"[76.37261500000001, 31.370543]",,NLDM,NANGAL DAM,,,
Feature,Point,"[76.420351792, 31.2990814767]",,BNLY,BHANUPLI,,,
Feature,Point,"[76.50060350000001, 31.2305136]",,ANSB,ANANDPUR SAHIB,,,
Feature,Point,"[76.563302, 31.186811000000002]",,KART,KIRATPUR SAHIB,,,
Feature,Point,"[76.59140316889999, 31.1104617696]",,BARJ,BHARATGARH,,,
Feature,Point,"[76.59214300000001, 31.025994]",,GANL,GHANAULI,,,
Feature,Point,"[76.533241, 30.972816]",,RPAR,RUPNAGAR,,,
Feature,Point,"[76.567332, 30.911265]",,MNPR,MINAPUR,,,
Feature,Point,"[76.580921825, 30.856220295700002]",,CTLI,CHATOULI,,,
Feature,Point,"[76.57193000000001, 30.835005000000002]",,KRLI,KURALI,,,
Feature,Point,"[76.502461, 30.791519]",,MRND,MORINDA,,,
Feature,Point,"[76.44328700000001, 30.738403]",,NGWN,NOGANWAN,,,
Feature,Point,"[76.4096692, 30.6884592]",,BSPN,BASSI PATHANAM,,,
Feature,Point,"[76.38812399999999, 30.650726]",,FGSB,FATEHGARH SAHIB,,,
Feature,,,,CCSJ,CCSJ,,,
Feature,Point,"[78.19892399999999, 27.292310999999998]",,MTI,MITAWAL,,,
Feature,Point,"[78.19231699999999, 27.32891]",,BRN,BARHAN,,,
Feature,Point,"[77.342818, 28.670746]",,DSBP,DELHI SHAHDARA B PANEL,,,
Feature,Point,"[77.33120100000001, 28.662871000000003]",,CNJ,CHANDER NAGAR,,,
Feature,Point,"[77.3140236, 28.6486144]",,ANVR,ANAND VIHAR,,,
Feature,Point,"[77.253315, 28.613384]",,MWC,MANDAWALI CHANDER VIHAR,,,
Feature,Point,"[78.180143, 27.393031999999998]",,CMR,CHAMROLA,,,
Feature,Point,"[78.16993, 27.44546]",,JLS,JALESAR ROAD,,,
Feature,Point,"[78.154207, 27.532025]",,PORA,PORA,,,
Feature,Point,"[78.13706699999999, 27.62483]",,HRS,HATHRAS JN,,,
Feature,Point,"[78.1224601752, 27.704263607599998]",,SNS,SASNI,,,
Feature,Point,"[78.1102865904, 27.7686349988]",,MXK,MANDRAK,,,
Feature,Point,"[78.09879699999999, 27.830504]",,DAQ,DAUD KHAN,,,
Feature,Point,"[78.074559, 27.889584]",,ALJN,ALIGARH JN,,,
Feature,Point,"[77.364182, 28.674037]",,SBB,SAHIBABAD,,,
Feature,Point,"[77.431099, 28.649702]",,GZB,GHAZIABAD,,,
Feature,Point,"[77.45934600000001, 28.627976999999998]",,CYZ,CHIPYANA BUZURG,,,
Feature,Point,"[77.495428, 28.586886]",,MIU,MARIPAT,,,
Feature,Point,"[77.537422, 28.537940000000003]",,DER,DADRI,,,
Feature,Point,"[77.56361700000001, 28.507907999999997]",,BRKY,BORAKI,,,
Feature,Point,"[77.59373730349999, 28.4728347205]",,AJR,AJAIBPUR,,,
Feature,Point,"[77.64321100000001, 28.415313]",,DKDE,DANKAUR,,,
Feature,Point,"[77.69926699999999, 28.347255]",,WAIR,WAIR,,,
Feature,Point,"[77.72940894, 28.31216512]",,CHL,CHOLA,,,
Feature,Point,"[77.75473000000001, 28.28297]",,GNRL,GANGRAUL,,,
Feature,Point,"[77.783931, 28.247759000000002]",,SKQ,SIKANDARPUR,,,
Feature,Point,"[77.81903999999999, 28.206407000000002]",,KRJ,KHURJA JN,,,
Feature,Point,"[77.83998100000001, 28.182673]",,KAMP,KAMALPUR,,,
Feature,Point,"[77.88391252, 28.129968509999998]",,DAR,DANWAR,,,
Feature,Point,"[77.948193, 28.052674]",,SOM,SOMNA,,,
Feature,Point,"[78.007062, 27.982509]",,KLA,KULWA,,,
Feature,Point,"[78.04247000000001, 27.937875000000002]",,MWUE,MAHRAWAL,,,
Feature,Point,"[85.70823399999999, 20.153076]",,KUR,KHURDA ROAD JN,,,
Feature,Point,"[85.760851, 20.199417999999998]",,RTN,RETANG,,,
